Statistical profiling result from isolate-0x103000000-v8.log, (2732 ticks, 192 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      2    0.2%    0.1%  T v8::internal::Runtime_KeyedStoreIC_Slow(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.2%    0.1%  T v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.2%    0.1%  T v8::internal::Runtime_InterpreterNewClosure(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.2%    0.1%  T v8::internal::Runtime_HasProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.2%    0.1%  T v8::internal::Runtime_ForInPrepare(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.2%    0.1%  T v8::internal::Builtin_FunctionPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  t v8::internal::MaybeHandle<v8::internal::Object> v8::internal::(anonymous namespace)::HandleApiCallHelper<false>(v8::internal::Isolate*, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::HeapObject>, v8::internal::Handle<v8::internal::FunctionTemplateInfo>, v8::internal::Handle<v8::internal::Object>, v8::internal::BuiltinArguments)
      1    0.1%    0.0%  t node::(anonymous namespace)::Parser::Execute(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.1%    0.0%  T v8::internal::Runtime_StringBuilderConcat(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_ResolvePossiblyDirectEval(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_PushCatchContext(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_NewClosure_Tenured(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_LoadPropertyWithInterceptor(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_LoadGlobalIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_GetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_DefineDataPropertyInLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_StringPrototypeLastIndexOf(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_ObjectGetPrototypeOf(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_ObjectGetOwnPropertyDescriptors(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_ObjectDefineProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_GlobalDecodeURIComponent(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_DatePrototypeToISOString(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_DateNow(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_DateConstructor_ConstructStub(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_ArraySplice(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_ArraySlice(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_ArrayPop(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T v8::internal::Builtin_ArrayBufferConstructor_ConstructStub(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.1%    0.0%  T _sendto

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
    192    7.0%  UNKNOWN
      3    1.6%    LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      2   66.7%      LazyCompile: *base.Pattern /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:253:25
      2  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      2  100.0%          LazyCompile: *base.AssignmentExpression.base.AssignmentPattern /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:299:63
      2  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1   33.3%      LazyCompile: *skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:162:21
      1  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%          LazyCompile: *base.MemberExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:313:34
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15

    187    6.8%  t node::(anonymous namespace)::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
    187  100.0%    T v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
    159   85.0%      LazyCompile: ~createScript vm.js:79:22
    159  100.0%        LazyCompile: ~runInThisContext vm.js:138:26
    159  100.0%          LazyCompile: ~Module._compile module.js:609:37
    159  100.0%            LazyCompile: ~Module._extensions..js module.js:661:37
     28   15.0%      LazyCompile: ~runInThisContext bootstrap_node.js:499:28
     28  100.0%        LazyCompile: ~NativeModule.compile bootstrap_node.js:588:44
     28  100.0%          LazyCompile: ~NativeModule.require bootstrap_node.js:520:34
      5   17.9%            Script: ~<anonymous> module.js:1:11
      4   14.3%            LazyCompile: ~Module._load module.js:448:24
      2    7.1%            Script: ~<anonymous> tty.js:1:11
      2    7.1%            Script: ~<anonymous> stream.js:1:11
      2    7.1%            Script: ~<anonymous> http.js:1:11
      1    3.6%            Script: ~<anonymous> util.js:1:11
      1    3.6%            Script: ~<anonymous> tls.js:1:11
      1    3.6%            Script: ~<anonymous> timers.js:1:11
      1    3.6%            Script: ~<anonymous> readline.js:1:11
      1    3.6%            Script: ~<anonymous> internal/cluster/master.js:1:11
      1    3.6%            Script: ~<anonymous> internal/child_process.js:1:11
      1    3.6%            Script: ~<anonymous> fs.js:1:11
      1    3.6%            Script: ~<anonymous> child_process.js:1:11
      1    3.6%            Script: ~<anonymous> _http_common.js:1:11
      1    3.6%            LazyCompile: ~startup bootstrap_node.js:12:19
      1    3.6%            LazyCompile: ~setupNextTick internal/process/next_tick.js:49:23
      1    3.6%            LazyCompile: ~setupGlobalVariables bootstrap_node.js:255:32
      1    3.6%            LazyCompile: ~createWritableStdioStream internal/process/stdio.js:142:35

    169    6.2%  T _kpersona_get

     81    3.0%  T v8::internal::IncrementalMarking::Step(unsigned long, v8::internal::IncrementalMarking::CompletionAction, v8::internal::IncrementalMarking::ForceCompletionAction, v8::internal::StepOrigin)

     75    2.7%  Builtin: KeyedLoadIC_Megamorphic
     25   33.3%    LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
     12   48.0%      LazyCompile: *skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:162:21
     12  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      3   25.0%          LazyCompile: *base.BinaryExpression.base.LogicalExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:295:59
      3  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      3   25.0%          LazyCompile: *base.AssignmentExpression.base.AssignmentPattern /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:299:63
      3  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      2   16.7%          LazyCompile: *base.Program.base.BlockStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:169:47
      2  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1    8.3%          LazyCompile: ~base.IfStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:177:29
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1    8.3%          LazyCompile: ~base.ForStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:215:30
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1    8.3%          LazyCompile: ~base.ConditionalExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:303:39
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1    8.3%          LazyCompile: *base.MemberExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:313:34
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      4   16.0%      LazyCompile: *base.AssignmentExpression.base.AssignmentPattern /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:299:63
      4  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      4  100.0%          LazyCompile: *skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:162:21
      4  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      2    8.0%      LazyCompile: ~base.Program.base.BlockStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:169:47
      2  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      2  100.0%          LazyCompile: ~skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:162:21
      2  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1    4.0%      LazyCompile: ~base.UnaryExpression.base.UpdateExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:292:57
      1  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%          LazyCompile: *skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:162:21
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1    4.0%      LazyCompile: ~base.FunctionDeclaration /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:232:37
      1  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%          LazyCompile: *skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:162:21
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1    4.0%      LazyCompile: ~base.AssignmentExpression.base.AssignmentPattern /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:299:63
      1  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%          LazyCompile: ~skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:162:21
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1    4.0%      LazyCompile: *base.Program.base.BlockStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:169:47
      1  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%          LazyCompile: ~ancestor /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:37:18
      1  100.0%            LazyCompile: ~findGlobals /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/index.js:30:21
      1    4.0%      LazyCompile: *base.NewExpression.base.CallExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:308:53
      1  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%          LazyCompile: *skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:162:21
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1    4.0%      LazyCompile: *base.MemberExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:313:34
      1  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%          LazyCompile: *skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:162:21
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1    4.0%      LazyCompile: *base.ExpressionStatement.base.ParenthesizedExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:176:12
      1  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%          LazyCompile: *skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:162:21
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
     21   28.0%    LazyCompile: *callLexerFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1444:31
     21  100.0%      LazyCompile: *advance /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1465:20
     17   81.0%        LazyCompile: *lex /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:10:13
     17  100.0%          LazyCompile: ~lex /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug/lib/index.js:89:19
     17  100.0%            LazyCompile: ~loadString /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-load/index.js:40:34
      4   19.0%        LazyCompile: *callLexerFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1444:31
      4  100.0%          LazyCompile: ~getTokens /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1510:23
      4  100.0%            LazyCompile: ~lex /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:10:13
      4    5.3%    LazyCompile: *parseChar /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/character-parser/index.js:76:19
      3   75.0%      LazyCompile: *attrs /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1265:18
      3  100.0%        LazyCompile: *callLexerFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1444:31
      3  100.0%          LazyCompile: *advance /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1465:20
      3  100.0%            LazyCompile: *lex /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:10:13
      1   25.0%      LazyCompile: *parseUntil /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/character-parser/index.js:47:20
      1  100.0%        LazyCompile: ~bracketExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:233:30
      1  100.0%          LazyCompile: ~attrs /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1265:18
      1  100.0%            LazyCompile: *callLexerFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1444:31
      4    5.3%    LazyCompile: *Parser /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:432:29
      3   75.0%      LazyCompile: *isExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:67:26
      2   66.7%        LazyCompile: *attributeValue /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1151:27
      2  100.0%          LazyCompile: *attribute /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1059:22
      1   50.0%            LazyCompile: ~attrs /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1265:18
      1   50.0%            LazyCompile: *attrs /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1265:18
      1   33.3%        LazyCompile: *callLexerFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1444:31
      1  100.0%          LazyCompile: ~assertExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:73:30
      1  100.0%            LazyCompile: *conditional /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:892:24
      1   25.0%      LazyCompile: ~isExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/index.js:14:22
      1  100.0%        LazyCompile: ~isExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:67:26
      1  100.0%          LazyCompile: *attributeValue /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1151:27
      1  100.0%            LazyCompile: ~attribute /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1059:22
      3    4.0%    LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/walk.js:57:17
      3  100.0%      LazyCompile: *skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/walk.js:162:23
      3  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/walk.js:57:17
      1   33.3%          LazyCompile: ~base.BinaryExpression.base.LogicalExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/walk.js:295:61
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/walk.js:57:17
      1   33.3%          LazyCompile: *base.ExpressionStatement.base.ParenthesizedExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/walk.js:176:14
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/walk.js:57:17
      1   33.3%          LazyCompile: *base.BinaryExpression.base.LogicalExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/walk.js:295:61
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/walk.js:57:17
      2    2.7%    LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/lib/helpers.js:44:37
      2  100.0%      Builtin: ArrayForEach
      2  100.0%        LazyCompile: ~copy /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/lib/helpers.js:42:15
      2  100.0%          LazyCompile: ~Request.start /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:708:36
      2  100.0%            LazyCompile: ~Request.end /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:1503:34
      2    2.7%    LazyCompile: *t.(anonymous function) /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babel-types/lib/index.js:346:36
      1   50.0%      LazyCompile: ~toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:9:24
      1  100.0%        LazyCompile: ~toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:9:24
      1  100.0%          LazyCompile: ~toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:9:24
      1  100.0%            LazyCompile: *bufferExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:207:30
      1   50.0%      LazyCompile: *toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:9:24
      1  100.0%        LazyCompile: *toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:9:24
      1  100.0%          LazyCompile: *toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:9:24
      1  100.0%            LazyCompile: *toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:9:24
      1    1.3%    LazyCompile: ~reuse timers.js:379:15
      1  100.0%      LazyCompile: ~exports.unenroll timers.js:396:45
      1  100.0%        LazyCompile: ~Socket._destroy net.js:537:37
      1  100.0%          LazyCompile: ~destroy internal/streams/destroy.js:4:17
      1  100.0%            LazyCompile: ~Socket.destroySoon net.js:526:40
      1    1.3%    LazyCompile: ~isType /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babel-types/lib/index.js:400:16
      1  100.0%      LazyCompile: ~is /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babel-types/lib/index.js:387:12
      1  100.0%        LazyCompile: ~t.(anonymous function) /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babel-types/lib/index.js:346:36
      1  100.0%          LazyCompile: ~toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:9:24
      1  100.0%            LazyCompile: ~expressionToConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:6:30
      1    1.3%    LazyCompile: ~filterOutReservedFunctions /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:57:37
      1  100.0%      LazyCompile: ~Request /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:93:18
      1  100.0%        LazyCompile: ~request /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/index.js:42:18
      1  100.0%          LazyCompile: ~fn internal/util.js:227:14
      1  100.0%            LazyCompile: ~module.exports /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/servers/web/lib/httpClient.js:5:18
      1    1.3%    LazyCompile: ~c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%      LazyCompile: ~base.ExpressionStatement.base.ParenthesizedExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:176:12
      1  100.0%        LazyCompile: ~c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%          LazyCompile: ~skipThrough /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:162:21
      1  100.0%            LazyCompile: ~c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1    1.3%    LazyCompile: ~assignValue /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/lodash/_assignValue.js:20:21
      1  100.0%      LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/lodash/assign.js:46:37
      1  100.0%        LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/lodash/_createAssigner.js:12:27
      1  100.0%          LazyCompile: ~apply /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/lodash/_apply.js:11:15
      1  100.0%            LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/lodash/_overRest.js:17:18
      1    1.3%    LazyCompile: ~Parser /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:1563:18
