Statistical profiling result from isolate-0x103000000-v8.log, (2732 ticks, 192 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%      LazyCompile: ~parseExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:7308:25
      1  100.0%        LazyCompile: ~isConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:317:20
      1  100.0%          LazyCompile: ~toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:339:20
      1  100.0%            LazyCompile: ~toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:11:20
      1    1.3%    LazyCompile: ~Module._load module.js:448:24
      1  100.0%      LazyCompile: ~Module.require module.js:593:36
      1  100.0%        LazyCompile: ~require internal/module.js:8:19
      1  100.0%          Script: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/aws4/aws4.js:1:11
      1  100.0%            LazyCompile: ~Module._compile module.js:609:37
      1    1.3%    LazyCompile: *walkAST /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-walk/index.js:4:17
      1  100.0%      LazyCompile: *<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-walk/index.js:103:34
      1  100.0%        Builtin: ArrayReduce
      1  100.0%          LazyCompile: *walkAST /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-walk/index.js:4:17
      1  100.0%            LazyCompile: *walkAST /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-walk/index.js:4:17
      1    1.3%    LazyCompile: *visitTag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:521:21
      1  100.0%      LazyCompile: *visit /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:251:18
      1  100.0%        LazyCompile: ~visitBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:364:23
      1  100.0%          LazyCompile: *visitTag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:521:21
      1  100.0%            LazyCompile: *visit /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:251:18
      1    1.3%    LazyCompile: *shallowEqual /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:232:22
      1  100.0%      LazyCompile: *toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:11:20
      1  100.0%        LazyCompile: ~addAttribute /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:46:24
      1  100.0%          LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:75:25
      1  100.0%            Builtin: ArrayForEach
      1    1.3%    LazyCompile: *parse url.js:101:37
      1  100.0%      LazyCompile: ~urlParse url.js:93:18
      1  100.0%        LazyCompile: ~Request.init /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:141:35
      1  100.0%          LazyCompile: ~Request /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:93:18
      1  100.0%            LazyCompile: ~request /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/index.js:42:18
      1    1.3%    LazyCompile: *_extend util.js:951:17
      1  100.0%      LazyCompile: ~createSocket _http_agent.js:196:53
      1  100.0%        LazyCompile: ~addRequest _http_agent.js:138:49
      1  100.0%          LazyCompile: ~ClientRequest _http_client.js:79:23
      1  100.0%            LazyCompile: ~request http.js:37:17
      1    1.3%    LazyCompile: *Parser /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:1563:18
      1  100.0%      LazyCompile: *toConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:11:20
      1  100.0%        Builtin: ArrayMap
      1  100.0%          LazyCompile: *compileAttrs /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:22:22
      1  100.0%            LazyCompile: ~attrs /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:797:18
      1    1.3%    LazyCompile: *<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/index.js:155:28
      1  100.0%      Builtin: ArrayForEach
      1  100.0%        LazyCompile: ~findGlobals /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/index.js:30:21
      1  100.0%          LazyCompile: ~addWith /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/with/index.js:24:17
      1  100.0%            LazyCompile: ~compile /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:106:20

     71    2.6%  Builtin: InterpreterEntryTrampoline
      9   12.7%    LazyCompile: *callLexerFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1444:31
      9  100.0%      LazyCompile: *advance /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1465:20
      9  100.0%        LazyCompile: *lex /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:10:13
      9  100.0%          LazyCompile: ~lex /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug/lib/index.js:89:19
      9  100.0%            LazyCompile: ~loadString /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-load/index.js:40:34
      2    2.8%    LazyCompile: *pp$7.finishToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2572:30
      2  100.0%      LazyCompile: *pp$7.getTokenFromCode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2686:35
      2  100.0%        LazyCompile: *pp$7.next /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2405:23
      1   50.0%          LazyCompile: ~pp$3.parseIdent /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2175:29
      1  100.0%            LazyCompile: *pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1713:38
      1   50.0%          LazyCompile: *pp.eat /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:534:20
      1  100.0%            LazyCompile: ~pp.semicolon /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:580:26
      2    2.8%    LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3322:34
      1   50.0%      LazyCompile: ~pp$3.parseParenAndDistinguishExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3794:52
      1  100.0%        LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3606:31
      1  100.0%          LazyCompile: *pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3490:37
      1  100.0%            LazyCompile: ~pp$3.parseMaybeUnary /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3446:33
      1   50.0%      LazyCompile: ~pp$3.parseExprListItem /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:4305:35
      1  100.0%        LazyCompile: ~pp$3.parseCallExpressionArguments /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3555:46
      1  100.0%          LazyCompile: *pp$3.parseSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3507:33
      1  100.0%            LazyCompile: *pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3490:37
      2    2.8%    LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3606:31
      2  100.0%      LazyCompile: *pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3490:37
      2  100.0%        LazyCompile: ~pp$3.parseMaybeUnary /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3446:33
      2  100.0%          LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3322:34
      1   50.0%            LazyCompile: *parseExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:7308:25
      1   50.0%            LazyCompile: *isConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-attrs/index.js:8:20
      2    2.8%    LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1759:32
      1   50.0%      LazyCompile: ~pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1713:38
      1  100.0%        LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1  100.0%          LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1  100.0%            LazyCompile: ~pp$3.parseExprList /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2146:32
      1   50.0%      LazyCompile: *pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1713:38
      1  100.0%        LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1  100.0%          LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1  100.0%            LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      2    2.8%    Builtin: ArrayReduce
      2  100.0%      LazyCompile: *walkAST /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-walk/index.js:4:17
      2  100.0%        LazyCompile: *walkAST /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-walk/index.js:4:17
      1   50.0%          LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-walk/index.js:103:34
      1  100.0%            Builtin: ArrayReduce
      1   50.0%          LazyCompile: *walkAST /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-walk/index.js:4:17
      1  100.0%            LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-walk/index.js:103:34
      1    1.4%    t node::(anonymous namespace)::Parser::Execute(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%      LazyCompile: ~socketOnData _http_client.js:433:22
      1  100.0%        LazyCompile: *emit events.js:156:44
      1  100.0%          LazyCompile: ~addChunk _stream_readable.js:261:18
      1  100.0%            LazyCompile: *onread net.js:579:16
      1    1.4%    LazyCompile: ~request /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/index.js:42:18
      1  100.0%      LazyCompile: ~fn internal/util.js:227:14
      1  100.0%        LazyCompile: ~module.exports /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/servers/web/lib/httpClient.js:5:18
      1  100.0%          LazyCompile: ~create /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/servers/web/lib/playersClient.js:10:18
      1  100.0%            LazyCompile: ~app.use /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/servers/web/app.js:47:9
      1    1.4%    LazyCompile: ~render /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express/lib/response.js:985:29
      1  100.0%      LazyCompile: ~Promise.all.then.then /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/servers/web/router.js:15:11
      1  100.0%        Builtin: PromiseHandle
      1  100.0%          t node::(anonymous namespace)::RunMicrotasks(v8::FunctionCallbackInfo<v8::Value> const&)
      1  100.0%            LazyCompile: ~_tickCallback internal/process/next_tick.js:151:25
      1    1.4%    LazyCompile: ~pp$7.readToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2727:26
      1  100.0%      LazyCompile: ~pp$7.nextToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2715:26
      1  100.0%        LazyCompile: ~pp$7.next /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2676:21
      1  100.0%          LazyCompile: ~pp$3.parseIdent /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2429:27
      1  100.0%            LazyCompile: ~pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1931:30
      1    1.4%    LazyCompile: ~pp$5.startNode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2250:28
      1  100.0%      LazyCompile: ~pp$1.parseStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:675:33
      1  100.0%        LazyCompile: ~pp$1.parseBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:974:29
      1  100.0%          LazyCompile: ~pp$1.parseStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:675:33
